wine_type,style,color_depth,color_straw,color_lemon,color_gold,color_amber,color_brown,color_purple,color_ruby,color_garnet,nose_intensity,fruit_green,fruit_citrus,fruit_stone,fruit_tropical,fruit_red,fruit_black,secondary_oak,secondary_creamy,tertiary_present,development,acidity,body,finish,tannin,score_complexity,score_intensity,particle_type,particle_size,particle_count,particle_speed,gravity,color_r,color_g,color_b
red,light_red,0.3585284277058497,0,0,0,0,0,0,0,1,0.3434267634627212,0,0,0,0,1,0,0,0,0,0.08878741618652702,0.691891500772396,0.27198103535639684,0.5155209182731294,0.26443100378979384,0.18967320278164349,0.3990440898557532,1,2.265,34,0.48,-0.313,0.431,0.064,0.146
white,aromatic,0.19477332996265947,0,0,0,0,0,0,0,0,0.7627744103532411,0,1,1,1,0,0,0,0,0,0.17099215206477966,0.5508046082589444,0.6309940299464039,0.758013843757434,0.0,0.5536579399889866,0.6919471094976198,0,3.616,120,0.594,-0.377,0.632,0.674,0.494
red,light_red,0.3117855677830027,0,0,0,0,0,0,1,0,0.46006230832168066,0,0,0,0,1,0,0,0,0,0.08059196518396042,0.7802068216167305,0.38671533125930335,0.3925749563324342,0.44343052883444567,0.3369885053241745,0.41849525508114754,0,2.678,139,0.622,-0.275,0.542,0.074,0.128
red,light_red,0.1473825086038854,0,0,0,0,0,1,0,0,0.5566394470050667,0,0,0,0,0,0,0,0,0,0.1329370227295104,0.8234700583623175,0.33808086046308794,0.29998450614132977,0.287708352690557,0.5257074000745554,0.4304156107809476,1,3.072,83,0.663,-0.318,0.284,0.0,0.281
red,bold_red,0.7524587528138942,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,1,1,1,0.382260410420384,0.3764212522674961,0.9367933169646065,0.8542114143151667,0.8093049963296177,0.7297676125173738,0.8459854399144568,3,5.0,102,0.611,0.536,0.443,0.033,0.346
white,crisp,0.3406148687591703,1,0,0,0,0,0,0,0,0.6260219651073988,1,1,0,0,0,0,0,0,1,0.19232957260536368,0.735621256883586,0.20878789657921715,0.5765863910371134,0.0,0.36042515541415027,0.49339318960824496,2,2.197,147,0.576,-0.615,0.684,0.667,0.583
white,rich,0.7535393965881072,0,0,0,0,0,0,0,0,0.7096872707740385,0,0,1,1,0,0,1,1,0,0.5820877667787357,0.4717513244540336,0.7298749584722783,0.6620723089329437,0.0,0.44657935260124715,0.7289470200563867,0,3.609,196,0.407,-0.023,0.793,0.838,0.69
red,bold_red,0.630080811505121,0,0,0,0,0,0,1,0,1.0,0,0,0,0,1,1,1,0,0,0.4732231729259557,0.44058846824113485,0.7986954134151167,0.990169235584329,0.8501337029368982,0.9464811365104644,0.9807328532619504,2,5.0,298,0.575,0.501,0.635,0.074,0.085
white,sweet,0.4009228999357626,0,0,0,0,0,0,0,0,0.46999297513668076,0,0,1,1,0,0,1,1,0,0.5346754799978024,0.7882060513681021,0.5414016992233424,0.6219938741810341,0.0,0.5910435009483443,0.8436476903478386,0,2.93,236,0.479,-0.237,0.675,0.68,0.492
white,aromatic,0.279913859528529,1,1,0,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,1,0.25223397262064723,0.4848559608730554,0.29023779943908845,0.6875115412739518,0.0,0.4265506664715403,0.6598338747133905,0,2.188,300,0.693,-0.319,0.707,0.705,0.424
white,crisp,0.029877767103141606,0,0,0,0,0,0,0,0,0.6982504471099331,1,1,1,0,0,0,0,0,0,0.05138434856776439,0.5913724493888064,0.2797266499680158,0.24799362968626376,0.0,0.5823453652596758,0.441528959437732,0,2.688,34,0.673,-0.546,0.578,0.637,0.427
red,bold_red,0.8146493118941975,0,0,0,0,0,0,0,0,0.9609734043102178,0,0,0,0,1,0,1,1,0,0.3387691276789859,0.6558937922122241,1.0,0.608880353832951,0.7318346944558484,0.8381010545326094,0.8417932146787992,4,5.0,300,0.732,0.263,0.41,0.018,0.356
red,bold_red,0.6199124006092175,0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,1,1,0,0,0.43989668958401906,0.6094050447364581,0.8152077667220436,0.881371415152215,0.9420224578074862,0.9046397569562096,0.8775140787396403,2,5.0,300,0.704,0.403,0.385,0.022,0.327
red,bold_red,0.7577376572934028,0,0,0,0,0,0,1,0,0.8733465514246217,0,0,0,0,1,1,0,1,0,0.3234309575603674,0.5007153430716996,0.7760286248391955,0.6118420666577158,0.8778574882300044,0.8980346987656797,0.7600469134058179,3,4.779,185,0.638,0.406,0.647,0.0,0.131
white,oxidative,0.9720296698433066,0,0,1,0,0,0,0,0,0.62868014956565,0,1,0,0,0,0,0,0,0,0.7437994910410319,0.46447891325393553,0.9024875826657953,0.40239026009704026,0.0,0.5883094217922991,0.34738249071351257,0,4.394,283,0.339,0.395,0.924,0.815,0.397
red,aged,0.5364599538609438,0,0,0,0,0,0,0,1,0.6725458590660279,0,0,0,0,1,0,1,1,1,0.7991075025117553,0.5928824068753207,0.6274520879654764,0.6868919149101519,0.5535304016111011,0.7689513121081393,0.42857204453437747,2,4.077,139,0.431,0.441,0.535,0.053,0.153
red,bold_red,0.6684409913653607,0,0,0,0,0,0,0,1,0.9070536729249894,0,0,0,0,1,1,0,0,0,0.5125196131615585,0.25155452169555037,0.7199342259325072,0.9259683431502785,0.8865108653783234,0.5150161328111249,0.7775019170160488,3,4.885,300,0.436,0.624,0.551,0.064,0.095
red,earthy,0.5847281780294254,0,0,0,0,0,0,0,1,0.46486396898976456,0,0,0,0,0,0,0,0,1,0.3883693390179524,0.4572290782690021,0.4760205303366839,0.6932856357219159,0.5200205236725988,0.5595455602251524,0.5813877804802384,1,3.332,142,0.313,0.225,0.478,0.0,0.035
red,bold_red,0.6830997092048762,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,1,1,0,0,0.5615207772800881,0.35328424199746766,0.666547871934107,0.9446000310597868,0.8461606697269279,0.835212421430322,1.0,4,4.981,131,0.531,0.574,0.398,0.036,0.348
white,oxidative,0.8332036523474595,0,0,1,1,1,0,0,0,0.8764636741951283,0,0,0,0,0,0,0,0,0,0.4865579717208566,0.43350294328843664,0.7179304479389904,0.5211415507360315,0.0,0.5884458315064615,0.4871128243484913,0,3.726,159,0.562,0.055,0.832,0.614,0.211
red,light_red,0.41298324037243495,0,0,0,0,0,0,1,0,0.32141111745008794,0,0,0,0,0,1,0,0,0,0.13501485221708737,0.34729016856409844,0.11480225984119233,0.3893531982479436,0.39824711333450313,0.30540661611393105,0.19473720649849158,0,2.095,10,0.315,-0.223,0.581,0.082,0.128
white,crisp,0.054548130987026336,0,0,0,0,0,0,0,0,0.34571667209432877,1,0,0,0,0,0,0,1,1,0.379232017282516,0.8358458722596799,0.2583714201687107,0.6129654061553766,0.0,0.17881821249507396,0.2695606953887873,1,1.948,300,0.496,-0.512,0.543,0.568,0.463
white,sweet,0.4878975051962735,0,0,0,0,0,0,0,0,0.7601502361777588,0,0,1,1,0,0,1,1,0,0.4810534244196034,0.7694315014911471,0.63682122707164,0.5883841818532906,0.0,0.6667596956584946,0.842205169560943,0,3.367,279,0.611,-0.168,0.801,0.783,0.58
white,rich,0.4184806777556825,0,0,1,1,0,0,0,0,0.6793566461833689,0,0,1,0,0,0,1,1,0,0.3032590775859868,0.24187434954243728,0.7686193267658787,0.7866943218109742,0.0,0.656216570136489,1.0,0,4.042,207,0.474,0.02,0.703,0.498,0.15
white,rich,0.6284910271848559,0,1,0,0,0,0,0,0,0.6553239447310233,0,0,1,1,0,0,0,0,0,0.46837007712944934,0.3965724286945122,0.8264834705324126,0.758397521233598,0.0,0.8699613761805967,0.6252781817493482,3,4.289,259,0.53,0.145,0.818,0.851,0.538
white,crisp,0.20889730402192175,0,1,0,0,0,0,0,0,0.7091345431280471,1,0,0,0,0,0,0,0,0,0.18696197585775265,0.713843042061714,0.20222186647699064,0.2879961796634039,0.0,0.32113038837106,0.5612527830880387,2,2.318,10,0.631,-0.533,0.649,0.676,0.433
white,rich,0.6019838822536188,0,1,1,0,0,0,0,0,0.8188368923224991,0,1,1,0,0,0,1,1,0,0.4704458900532733,0.46164908694981155,0.6462670949642244,0.7240214187287215,0.0,0.8744310941557202,0.5831296651068869,0,3.912,108,0.573,-0.037,0.737,0.661,0.281
red,light_red,0.23524544664070343,0,0,0,0,0,0,1,1,0.3353011205018059,0,0,0,0,0,0,0,0,0,0.0867947308879897,0.7264151643457816,0.3598600930307202,0.47351994392748514,0.22259282511355147,0.3927561164625984,0.3102352965986581,0,2.992,70,0.506,-0.357,0.392,0.056,0.093
white,aromatic,0.4949104517259778,1,0,0,0,0,0,0,0,1.0,0,1,1,1,0,0,0,0,0,0.41259088657809523,0.5861674445227115,0.4300456487118373,0.4548294458399752,0.0,0.5326122289260851,0.645951140103493,0,3.13,10,0.656,-0.274,0.785,0.741,0.675
white,aromatic,0.3295716544491929,1,0,0,0,0,0,0,0,0.95195928504505,1,0,1,0,0,0,0,0,0,0.2808858208204927,0.6810198441119375,0.27742730519401765,0.38248097982374313,0.0,0.7119333931224308,0.6274450190593105,0,2.768,247,0.687,-0.498,0.727,0.71,0.611
white,sweet,0.5182747553981893,0,1,0,1,0,0,0,0,0.7251241788052427,0,0,0,0,0,0,0,1,1,0.6443333808896835,0.2928082393623002,0.5771173813830203,0.9131036314808306,0.0,0.9335001267231988,0.6826893946285206,0,3.919,130,0.302,0.079,0.74,0.495,0.128
red,light_red,0.34645416277610586,0,0,0,0,0,0,0,1,0.3833958703181872,0,0,0,0,1,0,0,0,0,0.17961873979678955,0.608926266688276,0.3099250288319816,0.40026916071271823,0.3056791587613617,0.4784692729506415,0.37354726511919834,1,2.803,120,0.474,-0.255,0.43,0.0,0.02
red,fruity,0.6262332560941153,0,0,0,0,0,0,1,0,1.0,0,0,0,0,1,0,0,0,0,0.10964655094911879,0.4443373982654082,0.33752519034169637,0.3369756900540684,0.218415172871615,0.39974040123553006,0.6625117702500992,1,2.636,148,0.732,-0.189,0.597,0.074,0.124
red,light_red,0.3199904108076014,0,0,0,0,0,1,1,0,0.23478626468788333,0,0,0,0,1,0,0,0,1,0.19016363364399608,0.6903401816517223,0.3319626091937389,0.4409095226265184,0.2554711130787099,0.30460232444355495,0.5441869602688255,1,2.702,12,0.328,-0.235,0.573,0.085,0.103
red,fruity,0.587613335515955,0,0,0,0,0,1,1,0,0.6632914394552395,0,0,0,0,1,0,0,0,0,0.22174155956054326,0.7276255908607145,0.5475796422933363,0.5761810721343145,0.48805326832866514,0.495592274526919,0.6030324940561934,1,3.471,139,0.638,-0.038,0.634,0.05,0.12
red,fruity,0.6060274297508148,0,0,0,0,0,1,1,0,0.7198186818100214,0,0,0,0,1,1,0,0,0,0.05360436374844984,0.5974189395421106,0.40472308280676167,0.47894890893649095,0.4231942056454504,0.5308788511253312,0.691971675465153,0,3.171,93,0.621,-0.251,0.581,0.021,0.145
red,bold_red,0.8424809014441328,0,0,0,0,0,0,1,0,0.6063649600295256,0,0,0,0,0,1,1,0,0,0.5052969165555834,0.5748248840921136,0.9708157570051755,0.9328859372448349,0.705106533752912,0.8424940577720075,1.0,2,5.0,300,0.446,0.487,0.715,0.08,0.107
red,light_red,0.30307998626969956,0,0,0,0,0,0,1,0,0.16791515092669196,0,0,0,0,1,0,0,0,0,0.05188685844217033,0.6528201156475393,0.270568564125986,0.4729597584707199,0.2473789304815167,0.3347050633299881,0.6160029336478026,1,2.465,59,0.341,-0.352,0.512,0.037,0.091
red,bold_red,0.6102969638988864,0,0,0,0,0,1,0,0,0.7926357423181082,0,0,0,0,0,1,0,0,1,0.567390932500056,0.46352653406145344,0.903496857759078,0.9033544590340103,0.6694992674922529,0.8387793173655773,0.6929567093361104,4,5.0,251,0.45,0.482,0.383,0.0,0.359
red,light_red,0.27727542036292385,0,0,0,0,0,1,0,1,0.496192292321463,0,0,0,0,1,0,1,0,0,0.2285626641567676,0.5861534488541367,0.1056687003091862,0.53438159560506,0.19674462278897892,0.32197618039679743,0.35439050174574316,0,1.972,190,0.428,-0.361,0.41,0.061,0.1
red,light_red,0.13217827757229317,0,0,0,0,0,0,1,0,0.45317882361945094,0,0,0,0,0,0,0,0,0,0.14408126423406611,0.7577901319134074,0.1188207501428278,0.5015522572825682,0.1131712197420033,0.23361729957593297,0.4889382578001096,0,1.779,182,0.532,-0.434,0.485,0.11,0.05
red,aged,0.4589338076821378,0,0,0,0,1,0,0,1,0.4798072009664521,0,0,0,0,1,0,1,0,1,0.8759853174257659,0.7258267866356268,0.5601290201304168,0.7393004540548898,0.21089387956766645,0.8127648132958534,0.677997761276806,2,3.677,249,0.303,0.133,0.331,0.134,0.043
red,earthy,0.6266136900307906,0,0,0,0,1,0,1,0,0.5592900878666679,0,0,0,0,1,1,0,0,0,0.7730077362265335,0.42591801183016714,0.4780910109005222,0.6329001304340391,0.40105232486964926,0.7990018718700863,0.7018757416317452,4,3.692,178,0.311,0.346,0.401,0.122,0.086
red,aged,0.3900696958663363,0,0,0,0,1,0,0,1,0.6895291502792147,0,0,0,0,0,0,0,0,1,0.671193110829699,0.5822035871558497,0.5153136805992435,0.7432164909835739,0.49761795490877364,0.9015536494825279,0.6919478318464046,2,4.121,221,0.463,0.285,0.358,0.105,0.083
red,light_red,0.17306105883952022,0,0,0,0,0,0,1,0,0.29017711159865567,0,0,0,0,0,0,0,0,0,0.21201696389442937,0.5211944258092244,0.4306106472722725,0.6156141491185049,0.028878397713245782,0.46794297680041874,0.38054891703077953,1,2.712,10,0.365,-0.126,0.516,0.013,0.13
red,bold_red,0.9448838563012956,0,0,0,0,0,0,1,0,0.8300235299986087,0,0,0,0,0,1,0,0,0,0.4273431750965233,0.38630810589613923,0.8192419814078721,0.7346862616450334,1.0,0.6371886656086334,0.841599402902063,2,4.923,113,0.483,0.54,0.724,0.109,0.137
red,earthy,0.5576652158298162,0,0,0,0,1,0,1,1,0.4949537580265027,0,0,0,0,1,1,1,0,1,0.6535065227382185,0.6599904981672707,0.6618372563554101,0.4836139675523279,0.48989682049922734,0.6310722555505365,0.7368134047489817,2,4.173,44,0.435,0.238,0.381,0.138,0.0
white,sweet,0.44349700421715543,0,0,1,0,0,0,0,0,0.8028120906345813,0,0,1,1,0,0,0,1,0,0.5371546248963115,0.9105359743830614,0.661715044902606,0.5877818608533172,0.0,0.6982168080639473,0.6234389088659179,0,3.839,265,0.688,-0.272,0.765,0.612,0.273
white,sweet,0.4096642666239223,1,1,0,1,0,0,0,0,0.5612378431351517,1,0,1,0,0,0,1,0,0,0.5642416711854843,0.49272696474406213,0.5691173339768676,1.0,0.0,0.9114511055849174,0.6937969424169664,0,3.654,196,0.377,-0.05,0.718,0.45,0.098
red,light_red,0.11256246291612636,0,0,0,0,0,0,1,0,0.178689976801911,0,0,0,0,1,0,0,0,0,0.14769918762375123,0.45677311545297217,0.4162907328712283,0.14574157909380359,0.3221723374454614,0.42928514957637165,0.42611466531059633,0,3.153,190,0.318,-0.154,0.445,0.013,0.093
white,aromatic,0.24487264111766063,0,1,1,0,0,0,0,0,0.8303909399880295,0,1,0,0,0,0,0,1,1,0.18205924759768893,0.7975736643204602,0.3444050415523022,0.45277189775633025,0.0,0.40408821373793974,0.8158166272324959,1,2.31,300,0.802,-0.592,0.662,0.56,0.248
red,aged,0.43421199209169237,0,0,0,0,1,0,0,1,0.755759285270219,0,0,0,0,1,1,1,0,1,1.0,0.26790461597940496,1.0,0.6269169319054407,0.5631169724445814,0.823943132656191,0.9354443213231104,2,5.0,243,0.269,0.908,0.309,0.04,0.066
red,aged,0.36033666391750047,0,0,0,0,0,0,0,0,0.3303302466839676,0,0,0,0,1,1,1,0,1,0.8337458333619115,0.33398466499988605,0.6491719857998232,0.6505054580284194,0.20426802728115123,0.6640688866915241,0.8127222590394149,2,3.708,222,0.149,0.492,0.349,0.023,0.283
white,rich,0.7041203162968331,0,0,1,0,0,0,0,0,0.6390188644260907,1,0,1,0,0,0,1,1,0,0.47595152366212073,0.6636251321776959,0.9499624064417903,0.9803799661049325,0.0,0.7756408774370498,1.0,1,4.609,82,0.403,0.025,0.834,0.711,0.301
white,aromatic,0.49933900455717983,0,0,0,0,0,0,0,0,0.8265019709410688,0,0,1,1,0,0,0,1,0,0.14688766413159682,0.42174958316572225,0.17801508019048107,0.6919548156409099,0.0,0.6215158548124972,0.8778614352423009,0,2.271,218,0.597,-0.486,0.764,0.752,0.57
white,rich,0.4071848134990964,0,0,1,0,0,0,0,0,0.7340451549164341,0,1,1,1,0,0,1,1,1,0.5556921415300341,0.5132858619859557,0.8635420913172759,0.727131839041902,0.0,1.0,0.9588924226896773,2,4.987,235,0.478,0.065,0.67,0.569,0.226
white,crisp,0.03935825988535893,0,0,0,0,0,0,0,0,0.4413367379764409,1,1,1,0,0,0,0,0,0,0.25116369095311064,0.7332299845791438,0.4431709977733328,0.45640899246126204,0.0,0.34713037913470174,0.5772471737496645,0,2.372,10,0.561,-0.468,0.562,0.591,0.477
white,oxidative,0.7244068228733029,0,0,1,1,1,0,0,0,0.7478089541576846,0,1,1,1,0,0,1,0,1,0.606549103163404,0.4109014029120689,0.8698177816502586,0.728105891987848,0.0,0.38394980755217434,0.7831132734115258,1,3.686,163,0.42,0.252,0.789,0.584,0.218
red,bold_red,0.8450737378698429,0,0,0,0,0,0,0,0,0.7761469487840313,0,0,0,0,1,1,1,0,0,0.4504610092019113,0.5646694441149829,0.7987164517438148,0.7104212189703737,0.561348048885781,0.9051428867512759,0.886526918633899,4,5.0,229,0.593,0.353,0.387,0.0,0.401
white,rich,0.8429581333313068,0,1,1,0,0,0,0,0,0.7856531800677293,0,0,1,0,0,0,1,1,0,0.24445128420240594,0.42006508699761236,0.8073928344988648,0.8844333451412933,0.0,0.7905754738218125,0.5953147599919526,0,4.419,289,0.557,-0.072,0.854,0.775,0.354
red,earthy,0.6242828917144303,0,0,0,0,0,0,0,1,0.29995542153994503,0,0,0,0,1,0,0,0,1,0.4313755914972864,0.6174690230277498,0.514702896674668,0.5507048957173281,0.6799790920882143,0.7246469730783036,0.3351225963734172,2,3.965,300,0.333,0.18,0.536,0.042,0.136
white,sweet,0.6446054828907574,0,0,0,0,0,0,0,0,0.6913721357499223,0,0,1,1,0,0,0,0,0,0.358433563720494,0.5733706182251087,0.6146131586500874,0.9110056819231981,0.0,0.70380444960543,0.9465689800829223,4,3.732,95,0.427,-0.168,0.768,0.818,0.635
red,earthy,0.4685079343817877,0,0,0,0,0,0,0,0,0.6888013901860993,0,0,0,0,1,0,0,0,1,0.8947117936575149,0.5109573513470835,0.7554996871830019,0.5688534480735654,0.6312025790242921,0.8364385281673061,0.7584675588069747,2,4.716,163,0.484,0.614,0.295,0.011,0.299
white,rich,0.7130281659235631,0,1,1,0,0,0,0,0,0.8424583867638643,0,0,1,0,0,0,1,1,0,0.4287990681394994,0.6440150359816005,0.7301201997122715,0.5633556278950217,0.0,0.7777005468984051,0.8901449247997141,1,4.287,174,0.57,-0.163,0.81,0.74,0.269
red,earthy,0.7241001257577332,0,0,0,0,0,0,1,1,0.7393053075464882,0,0,0,0,1,1,0,0,1,0.810310699177966,0.7819481677589897,0.6820393623433422,0.6432921791593492,0.5114455746196438,0.5985703814121408,0.5060577005006119,1,4.093,95,0.445,0.273,0.514,0.015,0.029
red,light_red,0.17626656443538471,0,0,0,0,0,0,1,1,0.3833940545320961,0,0,0,0,1,1,0,0,0,0.05871901531177845,0.6095365825034041,0.07344456467894475,0.10927315052021061,0.3276058350886962,0.2740499529696732,0.5492403286475025,0,1.696,194,0.53,-0.369,0.396,0.05,0.08
red,bold_red,0.7808175106319206,0,0,0,0,0,0,0,0,0.7704519375046877,0,0,0,0,1,0,1,1,0,0.5864429989621296,0.5958699364913645,0.9860322750550522,0.8425302147586314,0.5941558026575229,0.6357531508722127,0.620672141852732,0,4.937,262,0.418,0.52,0.404,0.049,0.406
white,oxidative,0.7615489220850744,0,0,0,0,1,0,0,0,0.7894309789670764,0,1,1,0,0,0,0,0,1,0.6478576917774839,0.09593074795853193,0.6914020430058879,0.5584343328481667,0.0,0.773904713651802,0.6536448341749109,0,3.988,273,0.322,0.377,0.828,0.586,0.172
red,light_red,0.11168762170305009,0,0,0,0,0,0,0,0,0.36576637694105757,0,0,0,0,0,1,0,0,0,0.0,0.5541533220454796,0.012832730450018199,0.44883567041077255,0.2749561525540055,0.32361656974132746,0.4563800025576422,1,2.075,104,0.526,-0.464,0.282,0.079,0.28
white,aromatic,0.37159139721521683,0,0,0,0,0,0,0,0,0.9099248357399122,1,0,0,1,0,0,0,0,0,0.27413752480641346,0.5056414955394374,0.5978977591202639,0.7759899626575247,0.0,0.8496715870202803,0.8442898676841956,4,3.725,119,0.667,-0.15,0.715,0.722,0.572
red,aged,0.5448405658179413,0,0,0,0,1,0,0,1,0.5925066229918867,0,0,0,0,1,0,0,0,1,0.9045741459645968,0.43567880816312543,0.6984178250439431,0.8828408638523705,0.5927877404315278,0.8035908796354126,0.5960367559879465,2,4.646,300,0.348,0.609,0.433,0.125,0.054
white,rich,0.6508484352236199,0,0,0,1,0,0,0,0,0.8063911489333306,0,0,0,1,0,0,1,1,0,0.2686975862912575,0.3964850295024997,0.565637927290239,0.8238020668182694,0.0,0.5486981577535557,0.8758170040374377,1,3.045,260,0.481,-0.152,0.784,0.599,0.146
red,fruity,0.65105554863511,0,0,0,0,0,1,0,1,0.5432020000351614,0,0,0,0,1,0,0,0,0,0.11629617805396035,0.5068046985486361,0.43325090656716947,0.6467208237521607,0.2521903723370689,0.4938740372872312,0.7597807799077279,1,2.959,215,0.501,-0.267,0.533,0.057,0.05
red,bold_red,0.6447383775190532,0,0,0,0,0,0,0,0,0.6479450729494967,0,0,0,0,1,1,1,0,0,0.5908309454196947,0.6095796967948184,0.7076351444997937,0.6384225338926559,0.7030290894328897,0.5219701754617749,0.7826227698079545,3,3.713,215,0.497,0.402,0.442,0.016,0.375
white,crisp,0.36659566044620573,1,1,0,0,0,0,0,0,0.5964378217681818,1,1,0,1,0,0,0,0,0,0.07264612432224399,0.8861128159637586,0.19981550699448708,0.5385497558583608,0.0,0.091085952897667,0.7394088678227065,0,1.716,238,0.673,-0.756,0.745,0.674,0.479
red,earthy,0.7026177801623728,0,0,0,0,0,0,0,0,0.6768780215514035,0,0,0,0,1,1,1,0,1,0.4471048208221211,0.6805730012568718,0.5432831536765371,0.4781856916110886,0.6247568775492908,0.6244518833662994,0.5515053630687557,0,3.702,156,0.489,0.182,0.356,0.017,0.34
red,earthy,0.43888288279839277,0,0,0,0,0,0,1,1,0.5300973090476632,0,0,0,0,1,1,1,0,1,0.3612049754903475,0.625616199618482,0.6328628370542708,0.7340156379524179,0.7140335849631574,0.8696576286509256,0.5586976321737926,4,4.836,76,0.502,0.21,0.412,0.053,0.078
red,earthy,0.6931829821590033,0,0,0,0,0,0,0,1,0.6193576946146543,0,0,0,0,0,0,0,0,1,0.6483760696339056,0.49080400752538966,0.7371621100230242,0.6982310139214957,0.39041546934230065,0.6826969324954086,0.35378721987696005,3,3.966,111,0.34,0.373,0.478,0.0,0.116
red,aged,0.3400908548552688,0,0,0,0,1,0,0,0,0.4703899990113948,0,0,0,0,0,0,1,1,1,0.7851782556115837,0.4801434722269683,0.8107557314343139,0.690899230116941,0.38717336984581574,0.9189248136273964,0.7407320082222497,2,5.0,300,0.266,0.415,0.378,0.088,0.043
white,oxidative,0.7360302170984991,0,0,1,1,1,0,0,0,0.43637572809502,0,0,0,0,0,0,1,0,1,0.530510671550739,0.5089065520504912,0.6856786199923901,0.7240581449034498,0.0,0.4763173022195957,0.5228168284785175,3,3.767,115,0.283,0.053,0.795,0.548,0.196
white,rich,0.4057217004941021,0,0,1,0,0,0,0,0,0.8819307303403102,0,1,0,0,0,0,1,1,1,0.24506170208893585,0.5871775469659994,0.7401765707975738,0.5396118719037619,0.0,0.9079212365285526,0.761421730263727,0,4.024,300,0.704,-0.254,0.709,0.655,0.273
white,rich,0.8209853602414857,0,0,1,1,0,0,0,0,0.8280569773963162,0,1,1,1,0,0,1,1,0,0.356981599011953,0.48410255144730996,0.8225464876026454,0.6267313906188605,0.0,0.6744784565033283,1.0,1,4.138,264,0.554,-0.014,0.917,0.602,0.175
white,aromatic,0.4447500596063233,0,0,1,0,0,0,0,0,0.5719845125492556,0,1,0,1,0,0,0,0,1,0.02523506813412233,0.4627460829667984,0.6237093665664248,0.5125441331855669,0.0,0.649933412834216,0.595074031258449,0,3.242,10,0.547,-0.341,0.729,0.617,0.261
red,earthy,0.7222903178181589,0,0,0,0,1,0,0,0,0.5450906266834518,0,0,0,0,0,0,1,1,0,0.8312037727268575,0.6046194875763932,0.6050449883552504,0.6373466887115633,0.484131706001669,0.9067971375618019,0.4954885972409922,4,4.075,88,0.301,0.404,0.392,0.133,0.119
white,rich,0.6695549698961054,0,1,1,0,0,0,0,0,0.955311774425546,0,0,1,1,0,0,0,0,1,0.33912091186343585,0.3111562795815575,0.7783465857014766,0.8171695752547662,0.0,0.7485023858857168,0.7196664762208027,4,4.292,214,0.465,0.098,0.802,0.775,0.297
white,crisp,0.054250646402925366,1,0,0,0,0,0,0,0,0.4567913655942325,1,0,0,1,0,0,0,0,0,0.34578229892566675,0.7943359474912304,0.06336140815164132,0.1353521180163374,0.0,0.3395520296488925,0.4764213256593795,1,1.788,153,0.5,-0.648,0.609,0.566,0.458
white,oxidative,0.6684202509305517,0,0,1,0,1,0,0,0,0.659618922438645,0,0,0,0,0,0,0,1,1,0.5977486637687284,0.5202444663328113,0.7823564578661104,0.48513371521132687,0.0,0.8920901771973824,0.729574131080999,0,4.371,106,0.427,0.039,0.834,0.55,0.18
white,crisp,0.04085981186301524,0,0,0,0,0,0,0,0,0.5672848367009943,0,1,0,0,0,0,0,0,0,0.13855568434790375,0.680882710721272,0.4310756448292167,0.23986815459450167,0.0,0.23747822860539775,0.37675215733570355,0,2.679,10,0.534,-0.436,0.566,0.554,0.478
red,bold_red,0.7309039780678129,0,0,0,0,0,1,1,0,1.0,0,0,0,0,0,1,1,1,0,0.529405171958038,0.5434066434279747,0.9133808136261101,0.7988092441824572,0.9550998473670722,0.85452041330155,0.9704441970643574,4,5.0,139,0.631,0.533,0.725,0.005,0.142
red,bold_red,0.6911113366471205,0,0,0,0,0,0,1,0,0.7911595157481519,0,0,0,0,1,1,0,0,0,0.363197608299206,0.5087488286779754,0.8531641898169415,0.8760969438566101,0.9782864391373811,0.5348438384791309,0.6019163316125878,3,4.829,146,0.487,0.562,0.63,0.098,0.101
red,fruity,0.5266256012920562,0,0,0,0,0,0,1,0,0.7252694311260977,0,0,0,0,1,0,0,0,0,0.38514347098865453,0.77268226598127,0.5898436462391321,0.6645421853564184,0.4941751164808743,0.5380534247912061,0.8310854209821706,1,3.464,300,0.69,0.111,0.609,0.03,0.101
white,aromatic,0.3880146146184298,0,0,0,0,0,0,0,0,0.6160487913350169,0,1,1,1,0,0,0,1,0,0.17670975280521564,0.6533332777422506,0.5367216594626523,0.6596368269764286,0.0,0.6682328126376049,0.8701409486842941,0,3.242,171,0.621,-0.273,0.733,0.7,0.562
red,aged,0.32928834588669403,0,0,0,0,1,0,0,1,0.7912049678537413,0,0,0,0,0,0,1,0,1,0.9424321893091301,0.4261633466940316,0.6840477358612427,0.7632498346475596,0.5859437984851352,0.9355475107643781,0.8001122329120238,3,4.739,19,0.321,0.567,0.292,0.141,0.007
white,rich,0.5553690484256739,0,1,1,0,0,0,0,0,0.9348098271548766,0,1,1,0,0,0,0,0,0,0.36660185871707124,0.43649400296460167,0.6832217913768484,0.7648853066397348,0.0,0.6070958043088537,0.7864982708184741,1,3.475,270,0.556,-0.094,0.815,0.631,0.286
